Infinitive verb,English translation,Pronunciation,Pronouns,Present Simple Tense,Past Preterite Tense,Past Imperfect Tense,Conditional Tense,Future Simple Tense
,,,él/ella/usted,reza,rezó,rezaba,rezaría,rezará
,,,nosotros,rezamos,rezamos,rezábamos,rezaríamos,rezaremos
,,,vosotros,rezáis,rezasteis,rezabais,rezaríais,rezaréis
,,,ellos/ellas/ustedes,rezan,rezaron,rezaban,rezarían,rezarán
rogar,to beg,rroh - gahr,yo,ruego,rogué,rogaba,rogaría,rogaré
,,,tú,ruegas,rogaste,rogabas,rogarías,rogarás
,,,él/ella/usted,ruega,rogó,rogaba,rogaría,rogará
,,,nosotros,rogamos,rogamos,rogábamos,rogaríamos,rogaremos
,,,vosotros,rogáis,rogasteis,rogabais,rogaríais,rogaréis
,,,ellos/ellas/ustedes,ruegan,rogaron,rogaban,rogarían,rogarán
soler,to be used to,soh - lehr,yo,suelo,solí,solía,solería,soleré
,,,tú,sueles,soliste,solías,solerías,solerás
,,,él/ella/usted,suele,solió,solía,solería,solerá
,,,nosotros,solemos,solimos,solíamos,soleríamos,soleremos
,,,vosotros,soléis,solisteis,solíais,soleríais,soleréis
,,,ellos/ellas/ustedes,suelen,solieron,solían,solerían,solerán
sentir,to feel,sehn - teer,yo,siento,sentí,sentía,sentiría,sentiré
,,,tú,sientes,sentiste,sentías,sentirías,sentirás
,,,él/ella/usted,siente,sintió,sentía,sentiría,sentirá
,,,nosotros,sentimos,sentimos,sentíamos,sentiríamos,sentiremos
,,,vosotros,sentís,sentisteis,sentíais,sentiríais,sentiréis
,,,ellos/ellas/ustedes,sienten,sintieron,sentían,sentirían,sentirán
negar,to deny,neh - gahr,yo,niego,negué,negaba,negaría,negaré
,,,tú,niegas,negaste,negabas,negarías,negarás
,,,él/ella/usted,niega,negó,negaba,negaría,negará
,,,nosotros,negamos,negamos,negábamos,negaríamos,negaremos
,,,vosotros,negáis,negasteis,negabais,negaríais,negaréis
,,,ellos/ellas/ustedes,niegan,negaron,negaban,negarían,negarán
probar,to try,proh - bahr,yo,pruebo,probé,probaba,probaría,probaré
,,,tú,pruebas,probaste,probabas,probarías,probarás
,,,él/ella/usted,prueba,probó,probaba,probaría,probará
,,,nosotros,probamos,probamos,probábamos,probaríamos,probaremos
,,,,vosotros,probáis,probasteis,probabais,probaríais
,,,,ellos/ellas/Uds.,prueban,probaron,probaban,probarían
quedar,to stay,keh - dahr,yo,quedo,quedé,quedaba,quedaría,quedaré
,,,tú,quedas,quedaste,quedabas,quedarías,quedarás
,,,él/ella/usted,queda,quedó,quedaba,quedaría,quedará
,,,nosotros,quedamos,quedamos,quedábamos,quedaríamos,quedaremos
,,,vosotros,quedáis,quedasteis,quedabais,quedaríais,quedaréis
,,,ellos/ellas/ustedes,quedan,quedaron,quedaban,quedarían,quedarán
reirse,to laugh,rreh - eer - seh,yo,me río,me reí,me reía,me reiría,me reiré
,,,tú,te ríes,te reíste,te reías,te reirías,te reirás
,,,él/ella/usted,se ríe,se rio,se reía,se reiría,se reirá
,,,nosotros,nos reímos,nos reímos,nos reíamos,nos reiríamos,nos reiremos
,,,vosotros,os reís,os reísteis,os reíais,os reiríais,os reiréis
,,,ellos/ellas/ustedes,se ríen,se rieron,se reían,se reirían,se reirán
abrazar,to hug,ah - brah - thahr,yo,abrazo,abracé,abrazaba,abrazaría,abrazaré
,,,tú,abrazas,abrazaste,abrazabas,abrazarías,abrazarás
,,,él/ella/usted,abraza,abrazó,abrazaba,abrazaría,abrazará
,,,nosotros,abrazamos,abrazamos,abrazábamos,abrazaríamos,abrazaremos
,,,vosotros,abrazáis,abrazasteis,abrazabais,abrazaríais,abrazaréis
,,,ellos/ellas/ustedes,abrazan,abrazaron,abrazaban,abrazarían,abrazarán
aconsejar,to advise,ah - kohn - seh - hahr,yo,aconsejo,aconsejé,aconsejaba,aconsejaría,aconsejaré
,,,tú,aconsejas,aconsejaste,aconsejabas,aconsejarías,aconsejarás
,,,él/ella/usted,aconseja,aconsejó,aconsejaba,aconsejaría,aconsejará
,,,nosotros,aconsejamos,aconsejamos,aconsejábamos,aconsejaríamos,aconsejaremos
,,,vosotros,aconsejáis,aconsejasteis,aconsejabais,aconsejaríais,aconsejaréis
,,,ellos/ellas/ustedes,aconsejan,aconsejaron,aconsejaban,aconsejarían,aconsejarán
adivinar,to guess,ah - dee - bee - nahr,yo,adivino,adiviné,adivinaba,adivinaría,adivinaré
,,,tú,adivinas,adivinaste,adivinabas,adivinarías,adivinarás
,,,él/ella/usted,adivina,adivinó,adivinaba,adivinaría,adivinará
,,,nosotros,adivinamos,adivinamos,adivinábamos,adivinaríamos,adivinaremos
,,,vosotros,adivináis,adivinasteis,adivinabais,adivinaríais,adivinaréis
,,,ellos/ellas/ustedes,adivinan,adivinaron,adivinaban,adivinarían,adivinarán
besar,to kiss,beh - sahr,yo,beso,besé,besaba,besaría,besaré
,,,tú,besas,besaste,besabas,besarías,besarás
,,,él/ella/usted,besa,besó,besaba,besaría,besará
,,,nosotros,besamos,besamos,besábamos,besaríamos,besaremos
,,,vosotros,besáis,besasteis,besabais,besaríais,besaréis
,,,ellos/ellas/ustedes,besan,besaron,besaban,besarían,besarán
prestar,to lend,prehs - tahr,yo,presto,presté,prestaba,prestaría,prestaré
,,,tú,prestas,prestaste,prestabas,prestarías,prestarás
,,,él/ella/usted,presta,prestó,prestaba,prestaría,prestará
,,,nosotros,prestamos,prestamos,prestábamos,prestaríamos,prestaremos
,,,vosotros,prestáis,prestasteis,prestabais,prestaríais,prestaréis
,,,ellos/ellas/ustedes,prestan,prestaron,prestaban,prestarían,prestarán
traducir,to translate,trrah - doo - theerr,yo,traduzco,traduje,traducía,traduciría,traduciré
,,,tú,traduces,tradujiste,traducías,traducirías,traducirás
,,,él/ella/usted,traduce,tradujo,traducía,traduciría,traducirá
,,,nosotros,traducimos,tradujimos,traducíamos,traduciríamos,traduciremos
,,,vosotros,traducís,tradujisteis,traducíais,traduciríais,traduciréis
,,,ellos/ellas/ustedes,traducen,tradujeron,traducían,traducirían,traducirán
dirigir,to manage,dee - ree - heer,yo,dirijo,dirigí,dirigía,dirigiría,dirigiré
,,,tú,diriges,dirigiste,dirigías,dirigirías,dirigirás
,,,él/ella/usted,dirige,dirigió,dirigía,dirigiría,dirigirá
,,,nosotros,dirigimos,dirigimos,dirigíamos,dirigiríamos,dirigiremos
,,,vosotros,dirigís,dirigisteis,dirigíais,dirigiríais,dirigiréis
,,,ellos/ellas/ustedes,dirigen,dirigieron,dirigían,dirigirían,dirigirán
eructar,to burp,eh - rook - tahr,yo,eructo,eructé,eructaba,eructaría,eructaré
,,,tú,eructas,eructaste,eructabas,eructarías,eructarás
,,,él/ella/usted,eructa,eructó,eructaba,eructaría,eructará
,,,nosotros,eructamos,eructamos,eructábamos,eructaríamos,eructaremos
,,,vosotros,eructáis,eructasteis,eructabais,eructaríais,eructaréis
,,,ellos/ellas/ustedes,eructan,eructaron,eructaban,eructarían,eructarán
hornear,to bake,ohr - neh - ahr,yo,horneo,horneé,horneaba,hornearía,hornearé
,,,tú,horneas,horneaste,horneabas,hornearías,hornearás
,,,él/ella/usted,hornea,horneó,horneaba,hornearía,horneará
,,,nosotros,horneamos,horneamos,horneábamos,hornearíamos,hornearemos
,,,vosotros,horneáis,horneasteis,horneabais,hornearíais,hornearéis
,,,ellos/ellas/ustedes,hornean,hornearon,horneaban,hornearían,hornearán
